n_devices dev_type dev_name n_repeats total_time_ms stack_dims_x stack_dims_y stack_dims_z type_width_byte comment
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 445.86 64 64 64 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 920.273 128 64 64 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 1633.24 128 128 64 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 3270.64 128 128 128 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 7486.9 256 128 128 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 21343.5 256 256 128 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 40093.1 256 256 256 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 84233.2 512 256 256 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 174757 512 512 256 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 342952 512 512 512 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 696230 1024 512 512 4 global_plan,OK
1 bench_cpu_many_nd_folds 1xE5-2640v3 10 1.72887e+06 1024 1024 512 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 203.056 64 64 64 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 540.469 128 64 64 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 891.639 128 128 64 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 1660.29 128 128 128 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 3455.34 256 128 128 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 10024.5 256 256 128 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 21794.7 256 256 256 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 51015.3 512 256 256 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 99315.9 512 512 256 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 191083 512 512 512 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 366174 1024 512 512 4 global_plan,OK
16 bench_cpu_many_nd_folds 16xE5-2640v3 10 759738 1024 1024 512 4 global_plan,OK
